Distributor,Supplier,ProductName,Category,Standard,Internal_ID_Reference_Number,UCLA,UCD_H,UCB,UCR,UCM,UCSC,OG,CH,FT,RAC,AGA,AWA,GAP,AHC,MBA,WWF,MSC,OWR,SSB,SFSC,SP,BFC,BBC,FAC,SPP,EFI,MWD,BAP
Produce Express,"TWIN PEAKS ORCHARDS-NEWCASTLE, CA (CERTIFIED ORGANIC)",PEACHES CASE 1 LAYER (TWIN PEAKS),Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Produce Express,"TWIN PEAKS ORCHARDS-NEWCASTLE, CA (CERTIFIED ORGANIC)",PERSIMMON AMAGAKI (1 LAYER),Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Produce Express,"TWIN PEAKS ORCHARDS-NEWCASTLE, CA (CERTIFIED ORGANIC)",SATSUMA MANDARIN 25# (LOCAL),Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Produce Express,"TWIN PEAKS ORCHARDS-NEWCASTLE, CA (CERTIFIED ORGANIC)",SQUASH BLOSSOMS 24COUNT,Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Produce Express,"TWIN PEAKS ORCHARDS-NEWCASTLE, CA (CERTIFIED ORGANIC)",WHITE NECTARINE 1 LAYER (TWIN PEAKS),Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Produce Express,"WATSONVILLE, CA",FARMERS MARKET STRAWBERRIES (LOCAL),Produce,Fair Trade,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,
Produce Express,"YOLO, CA",APRICOTS 12# LOCAL BLENHEIM,Produce,"Organic, Fair Trade",,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
Royal Cup,HC Valentine,WHOLE BEAN DECAF ESPRESSO,Coffee/Tea,USDA Organic,1157,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Royal Cup,HC Valentine,WHOLE BEAN ESPRESSO,Coffee/Tea,USDA Organic,1142,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Royal Cup,Royal Cup Signature,RAINFOREST BOLD COFFEE,Coffee/Tea,Rainforest Alliance,1351,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Royal Cup,Royal Cup Signature,RAINFOREST BOLD DECAF COFFEE,Coffee/Tea,Rainforest Alliance,1352,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
STARBUCKS COFFEE COMPANY,Tazo,SBUX TAZO GREEN ORGANIC TEA,Coffee/Tea,OG,3496,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Al Dente Pasta,SAUCE PASTA ITALIAN PREMIUM CA,Packaged Foods,OG,2299,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Chobani (dairy),BEV YOGURT DRINK CHOB STRW BAN,Other Dairy,FT,8275,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Cliff Bars,CLIFBAR ENRGY PB CRUNCH BAR,Snacks,RAC,8257,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
SYSCO,Deb-el Foods,EGG LIQ WHL CAGE FREE W/CITRIC,Eggs,OG,3089,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Dole,SOFT SERVE MIX RASPBERRY VGA,Dessert,RAC,4158,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
SYSCO,Lightlife Foods Inc,VEGAN TEMPEH SOY,Packaged Foods,OG,1405,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Once Again,NUTS ALMOND BUTTER NAT CREAMY,Nuts/ Seeds,OG,2469,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Oregon Chai,TEA CONC ORIG CHAI,Coffee/Tea,OG,15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Slade Gordon,GENERIC FOOD Shrimp White Raw 41-50 Count,Seafood,MSC,7777,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
SYSCO,Sukhi's Quick-n-ezee,ENTREE BEAN DAL SAAG,Packaged Foods,OG,2267,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Sukhi's Quick-n-ezee,PASTE CURRY TIKKA MASALA,Packaged Foods,OG,2218,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Sukhi's Quick-n-ezee,SUKHI POTATO SAMOSA 1.6 OZ,Packaged Foods,OG,2366,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Tractor Organic,BEV CONC HIBISCUS SODA ORG,Soda,OG,4681,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,Tractor Organic Soda,BEV CONC STRAWB DRAGON SODA,Soda,OG,4678,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,WAWONA FROZEN FOODS,FRUIT MANGO CHUNKS IQF,Produce,OG,2028,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SYSCO,deb el food products llc,EGG HARDCOOKED & PLD CGE FREE,Eggs,OG,730,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Sysco,ANNIHGR,SAUCE WORCESTERSHIRE ORG VGN,Sauce/ Seasoning,Organic,4470847,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,BLURBCL,ICE CREAM ORG DREAM BAR,Dessert,Organic,5276617,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,BOBSRED,OAT ROLLED OLD FSHN GLTFR ORGC,Grain,Organic,9905724,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,DEB-EL FOODS,Egg Liquid Whole Cage Free With Citric Acid,Eggs,CH,2002915,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sysco,GIUSTO,FLOUR UNBLCHD ORG ALL-FAMILY,Grain,Organic,4048880,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,GRDNBRG,PATTY VEG BRGR ORG VEGN MALIBU,Soy Protein,Organic,5819729,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,HORZON,MILK CHOC REDUC MILK ORGANIC,Milk,Organic,6355857,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,KOCH'S POULTRY,Chicken Cvp Wing 1&2 Joint Small Halal,Chicken,CH,3862826,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sysco,LIPTON,Tea Hot Bag Black Envelope,Coffee/Tea,RAC,4046330,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
Sysco,Lipton,TEA BAG ICE TROPICAL LIPOTON 2/24CT,Coffee/Tea,RA,5386,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
Sysco,MI RANCHO,Tortilla Corn 4.5 Inch Yellow Organic,Bread Products,OG,7027854,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sysco,MRS FRI,CRAB CAKE BRD O/R KRABBY 3 OZ,Seafood,MSC or Monterey Bay,1783950,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Sysco,MRS FRI,LOBSTER MEAT SENSATIONS,Seafood,MSC or Monterey Bay,4488276,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Sysco,Mary's,MARY RANDOM HALAL CHICKEN BREAST 40LB,Chicken,"CH, GAP",2766,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
Sysco,Mary's,MARY WHOLE WOG HALAL FRYER 44LB/12EA,Chicken,"CH, GAP",2765,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
Sysco,ORGNCVL,MILK WHITE LOW FAT 1% ORGANIC,Milk,Organic,5297413,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,PACIFIC,MILK ALMOND NUT ORGANIC,Dairy Alternative,Organic,6805576,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,PACIFIC,Milk Almond Original Unsweetened Organic,Dairy Alternative,OG,2972434,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sysco,PACIFIC,Milk Coconut Original Organic,Dairy Alternative,OG,3660127,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sysco,PACKER,SAUSAGE CHORIZO SOY ORGANIC,Soy Protein,Organic,7016094,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,PORTCLS,CLAM BABY MEAT VPAC 300/500 CT,Seafood,MSC or Monterey Bay,123034,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Sysco,PORTICO SIMPLY,Salmon Atlantic Portion Skinless 8 Oz Norway,Seafood,GAP,8496366,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,
Sysco,PORTIMP,POLLOCK FIL BTRD PUB STY 2-3Z,Seafood,MSC or Monterey Bay,5014622,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Sysco,PORTSIM,CLAM MEAT SEA CHOPPED IQF USA,Seafood,MSC or Monterey Bay,7626203,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Sysco,PORTSIM,LOBSTER TAIL N.ATL PREM 5-6OZ,Seafood,MSC or Monterey Bay,6836142,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Sysco,Pompeian Organic,POMPEIAN ORG OLIVE OIL 16OZ,Oil/ Vinegar,OG,2803,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sysco,SBENITO,TOMATO DICED IN JCE ORGANIC,Produce,Organic,8233706,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,SEAWTCH,CLAM MEAT SEA CHOPPED IQF,Seafood,MSC or Monterey Bay,2820064,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Sysco,SILK,MILK SOY UNSWTND ORGANIC,Dairy Alternative,Organic,8126627,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,SYS IMP,DRESSING VINGRT BLOOD ORG SHAL,Sauce/ Seasoning,Organic,4626562,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Sysco,SYSCO IMPERIAL,Chocolate Chips Semi Real 4000 Count,Baking Ingredients,RAC,5335724,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
Sysco,VILLAGE HARVEST,Grain Quinoa Red Organic,Grain,OG,4140479,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sysco,VILLAGE HARVEST,Grain Quinoa Triple Color Organic,Grain,OG,4012080,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sysco,WLDPLNT,TUNA ALBACORE 100% & SEA SALT,Seafood,MSC or Monterey Bay,7032178,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Tonys,Niman Ranch,"Beef, Knuckle Grass Fed NAE CH",Beef,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonys,SunFed Ranch,"Corned Beef, Brisket Uncured Grass Fed",Beef,American Grass Fed,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
UNFI,ALTER ECO,"GRANOLA,OG2,CINN RAISIN",Cereal,Organic,280213,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY'S,OG VEGTBLE LASAGNA,Pasta,Organic,1601508,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY`S,OG3 AMYS BLACK BEAN ENCH,Beans,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY`S,OG3 AMYS BN/RC BRTO D/GF,Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY`S,OG3 AMYS BN/RC/CHZ BURRI,Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY`S,OG3 AMYS CHILI MAC BOWL,Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY`S,OG3 AMYS INDN VEG KORMA,Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY`S,"OG3 AMYS VEG LSGN,GF,DF",Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY`S,OG3 AMYS VEGETABLE LASAG,Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,AMY`S,OG3 AMYS WW MAC & CHEESE,Cheese,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ANNIE`S HOMEGROWN,OG2 AH CHED BUNNIES CRKR,Bread Products,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ASIAN GMT,RC CRKR OG2 KRN BB,Snacks,Organic,4170033,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ASIAN GOURMET,"RCE CRKR THN,OG2,SWT CHLI",Packaged Foods,Organic,282647,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ASIAN GOURMET,"RICE CRKR THINS,OG2,ORIG",Packaged Foods,Organic,282650,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ASIAN GOURMET,"RICE CRKR THN,OG2,GAR PPR",Packaged Foods,Organic,282646,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,Amy's,BURRITO BEAN/RICE D/GF AMY'S,Packaged Foods,OG,2466,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Amy's,VEGAN BROC CHEESE AMY'S,Packaged Foods,OG,2479,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,ANNIE'S MICROWAVABLE SHELLS & CHEDDAR,Cheese,OG,10219,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,DRESSING ANNIES ASIAN SESAME,Sauce/ Seasoning,OG,3094,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,DRESSING ANNIES BALSAMIC VIN,Sauce/ Seasoning,OG,4941,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,DRESSING ANNIES GODDESS 8 OZ,Sauce/ Seasoning,OG,10017,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,DRESSING ANNIES SHIITAKE SESAME,Sauce/ Seasoning,OG,450,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,DRESSING FRENCH ANNIES,Sauce/ Seasoning,OG,4508,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,DRESSING SESAME GINGER ANNIES,Sauce/ Seasoning,OG,1603,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,SNACK MIX CHED ANNIES,Snacks,OG,1291,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,SNACK SEAWEED SEA SALT ANNIES,Snacks,OG,3047,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Annie's,SWEET ANNIE'S SMORES SANDWICHES 8 OZ,Snacks,OG,4453,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,BARNANA,OG2 BARN CHOC CHEWY BAN,Snacks,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,BARNANA,OG2 BARN PBTR CHEWY BAN,Snacks,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,BLUEBIRD GRAINS,"FARRO,OG2,EMMER,WHL GRAIN",Grain,Organic,154356,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,BULK,OG HULLED MILLET,Grain,Organic,6010359,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,BULK,QUINOA OG IMPORTED,Grain,Organic,4133349,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,BULK FLOURS AND BAKING INGRED,"CHOC CHIPS,OG2,DARK",Snacks,Organic,107344,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,BULK SEEDS,"SUNFLOWR KRNEL,OG2,PSTRZD",Nuts/ Seeds,Organic,46715,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,CALIFORNIA FARMS,"CONDENSED MLK,OG2,SWEETND",Candy,Organic,37707,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,CASCADIAN FARM,"GARDENERS BLEND,OG2",Packaged Foods,Organic,15170,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,CASCADIAN FARM,"STRAWBERRIES,OG2",Produce,Organic,34430,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,COCOJUNE,OG2 CJ YOG LMN ELDRFLWR,Other Dairy,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,COCOJUNE,OG2 CJ YOG PURE COCONUT,Other Dairy,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,Chobani,YOGURT STRAW GREEK NF QT,Other Dairy,FT,716,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Clif,BAR CLIF WHITE CHOC MACADAMIA,Snacks,RAC,10476,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
UNFI,DREAM,"RICE ENRICH BEV,OG2,ORGNL",Grain,Organic,30594,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,EDEN FOODS,"ALMONDS,OG2,TAMARI",Nuts/ Seeds,Organic,141890,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,EQUAL EXC,HOT COCOA OG2,Coffee/Tea,Fair trade,3480287,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,
UNFI,Earthbound,FRUIT FRZ MANGO 10 OZ,Packaged Foods,OG,3868,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Eden,SNACK EDEN PISTACHIOS DRY ROASTED,Nuts/ Seeds,OG,10020,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Element,ELEM RC CK STRW CRM,Snacks,OG,3250,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,FIELD DAY,OG2 FD CNLA OIL CKNG SPY,Oil/ Vinegar,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,FIELD DAY,"SALSA,OG2,JALAP LIME,HOT",Produce,Organic,85290,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,FORAGER,OG CSH MLK BLB YOG,Dairy Alternative,Organic,7551643,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,FORAGER,OG CSH MLK PLN YOG,Dairy Alternative,Organic,7551636 7551646,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,FORAGER,OG CSH MLK STW YOG,Dairy Alternative,Organic,7551644,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,FORAGER,OG CSH MLK VAN YOG,Dairy Alternative,Organic,7551645,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,FRONTIER,GARAM MASALA OG2,Spices,Organic,4241842,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,FRONTIER NAT PROD CO-OP,OG2 FC POPPY SEED WHOLE,Nuts/ Seeds,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,Field Day,CHIPS TORTILLA YELLOW,Snacks,OG,967,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Food Earth,H&E FOOD EARTH ORGANIC LENTIL CURRY,Packaged Foods,OG,10128,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Food Earth,H&E FOOD EARTH VEG BIRYANI,Packaged Foods,OG,10115,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,GRAINS,OG1 BULGUR MED COARSE #3,Grain,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,GRAINS,OG1 KAMUT BERRIES,Grain,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,GREEN GIRL BAKESHOP,OG2 BAKESP CKIE SAND VAN,Baking Ingredients,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,HEALTH VALLEY NATURAL FOODS,"SOUP,OG2,MINESTRONE,NS",Packaged Foods,Organic,46302,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,HOPE,OG2 MILD GREEN,Sauce/ Seasoning,Organic,8070564,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,HOPE,OG2 SPICY GREE,Sauce/ Seasoning,Organic,8070565,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,JUST DATE SYRUP,OG2 JST DATE POMGRNT SYR,Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,KETTLE BRAND,"POTATO CHIPS,OG2,SLT&PEP",Snacks,Organic,72577,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,KOYO,OG2 UDON NDLS WIDE,Packaged Foods,Organic,4171152,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,KOYO,OG3 KOYO SPICY KMCHI RMN,Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,KOYO,OG3 KOYO SPICY SZCHN RMN,Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,KOYO,OG3 KOYO WAKAME MISO RMN,Packaged Foods,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,KOYO,UDON OG2,Packaged Foods,Organic,4461065,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,L & A JUICE,"CIDER,OG2,SPARKLING",Juice,Organic,235596,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LESSER EVIL,OG2 LE HIMLYN PNK SNK PK,Snacks,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LESSER EVIL,OG2 LE PCRN HIMLYN PINK,Snacks,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LET'S DO ORGANIC,"ICE CRM CNES,OG2 S1212331",Frozen Dessert,Organic,59363,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LIFEWAY,"KEFIR,OG2,WM,LEMON",Produce,Organic,260696,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LIFEWAY,"KEFIR,OG2,WM,MXD BRY",Other Dairy,Organic,260695,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LIFEWAY,"KEFIR,OG2,WM,PEACH",Other Dairy,Organic,260697,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LUNDBERG FAMILY FARMS,OG2 LUND RCAKE MINI SSLT,Dessert,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LUNDBERG FAMILY FARMS,OG2 LUND RCAKE MINI WCHD,Dessert,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,LUNDBERG FAMILY FARMS,"RICE,OG2,WHITE,SHRT,SUSHI",Grain,Organic,29616,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,Lesser Evil,LE BDA BWL HMLYN GLD,Snacks,OG,3676,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Lundberg,SNACK RICE CAKE CINNAMON TOAST,Snacks,OG,219,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Mamma Chia,SNACK MAMMA CHIA SQZ BERRY ACAI,Snacks,OG,2105,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Mamma Chia,SNACK MAMMA CHIA SQZ BLACKBERRY,Snacks,OG,3382,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Mamma Chia,SNACK MC STRWLMN CHIASQZ,Snacks,OG,1375,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,NANCY'S,"CREAM CHEESE,OG2",Cheese,Organic,79319,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NANCY'S,"YOG,OG2,WM,PLAIN",Other Dairy,Organic,28067,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH,"CEREAL,OG2,CRN FLK,FJS,BG",Cereal,Organic,47106,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH,"CEREAL,OG2,HERITAGE",Cereal,Organic,19014,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH,"CEREAL,OG2,LVCRNCH,APLCRM",Cereal,Organic,108538,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH,"CEREAL,OG2,MILLET RC FLKE",Cereal,Organic,47174,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH,"GRANOLA,OG2,HEMP PLUS",Cereal,Organic,95083,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH,"GRANOLA,OG2,HEMP PLUS,WF",Cereal,Organic,96544,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH,"GRNLA,OG2,LVCRNCH,CHCBRY",Cereal,Organic,108534,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH,"WAFFLE,OG2,FLAXPLUS",Packaged Foods,Organic,53636,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH-ENVIROKIDZ,"GORILLA MUNCH,OG2,G/F",Cereal,Organic,96593,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NATURE'S PATH-ENVIROKIDZ,"PANDA PUFFS,OG2,ECO PAC",Cereal,Organic,26803,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,NUGO NUTRITION BAR,"BAR,OG2,DARK CHOC POMGRNT",Nuts/ Seeds,Organic,33346,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,Nature's Path,CEREAL LEAPIN LEMURS ORG,Grain,OG,1504,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Newman's Own,COOKIE O'S CHOC CREAM NEWMANS,Snacks,RAC,346,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
UNFI,Newman's Own,NEWMANS OG2 NMS MICRO PCORN BTR,Snacks,RAC,8178,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
UNFI,Newman's Own,SAUCE ULTRA PREMIUM NEWMAN'S 23.5Z,Packaged Foods,RAC,2932,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
UNFI,Newman's Own,SNACK POPCORN MICRO BUTTER NEWMAN,Snacks,RAC,641,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
UNFI,Numi Teas,SHELF NUMI GINGER LEMON HERB TEA 18 CT,Coffee/Tea,OG,3964,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Numi Teas,TEA BAG ORG MATE LMN GREN RAIN,Coffee/Tea,OG,6539,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Numi Teas,TEA CHAMOMILE LMN MEADOWS,Coffee/Tea,OG,6592,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Numi Teas,TEA EARLGREY AGED BERGAMOT ORG,Coffee/Tea,OG,6643,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Numi Teas,TEA GREEN GUNPOWDER GREEN,Coffee/Tea,OG,6645,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Numi Teas,TEA GREEN JASMNE MONKEY KNG,Coffee/Tea,OG,5648,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Numi Teas,TEA MOROCCAN MINT,Coffee/Tea,OG,5645,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
